Student_ID,Student_Name,Study_Hours,Attendance_Percentage,Internal_Assessment_Score,Previous_Academic_Result,Final_Grade,Gender,Age
STU7333,Saanvi Saxena,9.5,66.8,54.2,95,A,F,24
STU7334,Manav Kumar,5.7,96.2,50,,D,M,-9
STU7335,Manav Singh,4.2,68,31.4,53.9,D,M,19
STU7336,Meera Saxena,3.1,99.6,30.7,48.6,D,female,20
STU7337,Vivaan Nair,1.4,60.3,33.9,83.5,B,M,20
STU7338,Pooja Nair,3.4,70.5,26.6,42.5,D,female,25
STU7339,Sai Verma,6.9,68,41.3,69.1,C,M,23
STU7340,Yash Verma,5.8,60.6,44,87.8,A,M,19
STU7341,Vivaan Kumar,9.5,89.3,50,73.6,B,M,21
STU7342,Ritika Malhotra,4.6,87.7,33.4,51.3,D,F,23
STU7343,Meera Malhotra,7.2,91.7,44.3,69.2,C,F,24
STU7344,Diya Kapoor,5.4,70.3,46.4,95.3,A,F,17
STU7345,Ira Iyer,5.6,77.8,42.1,77,B,female,18
STU7346,Ishita Iyer,3.4,86.4,40.4,83.3,B,female,23
STU7347,Ishita Iyer,5.1,77.6,36,60.2,C,F,18
STU7348,Aadhya Bansal,5.2,87.9,34.6,51.3,D,female,23
STU7349,Ishita Mehta,7.4,85.4,39.9,55.3,C,F,25
STU7350,Krishna Patel,9.5,64.6,47.1,72,B,Male,18
STU7351,Pooja Das,4,91.2,34.2,56.8,C,F,23
STU7352,Harsh Sharma,1.4,88.8,33.4,72.5,B,Male,20
STU7353,Manav Gupta,5.5,86.2,44.4,82.5,B,M,18
STU7354,Ishita Chopra,5.9,66.2,43.7,84.1,B,female,23
STU7355,Sara Das,2.5,70.7,27,49.9,D,female,21
STU7356,Tanvi Joshi,7.8,75.7,48.7,85,A,F,17
STU7357,Reyansh Bansal,9.9,71.2,51,80.4,B,M,21
STU7358,Yash Mehta,9.5,69.1,38.1,40.7,D,M,19
STU7359,Aarav Nair,2.8,92.2,27.9,43.5,D,M,23
STU7360,Aarav Kapoor,8.9,85.5,50,78.8,B,M,22
STU7361,Ira Chopra,7.3,82.6,41.8,63,C,female,24
STU7362,Kavya Chopra,5.1,69,31.7,48.8,D,F,21
STU7363,Ananya Das,5.9,96.7,,42.7,D,F,18
STU7364,Rahul Agarwal,8.6,67.6,38.8,49.6,D,Male,25
STU7365,Meera Chopra,5.3,91.8,49,97.5,A,female,24
STU7366,Rahul Saxena,4.4,98.7,43.8,83.7,B,Male,22
STU7367,Yash Kumar,5.4,89.1,41.2,71.7,B,M,23
STU7368,Meera Saxena,,99.7,51.3,96.5,A,F,25
STU7369,Sai Jain,2.7,86,37.1,77.1,B,Male,23
STU7370,Priya Patel,9.1,68.7,50.1,83.5,B,female,19
STU7371,Meera Kumar,7.1,68.2,38.1,57,C,F,22
STU7372,Anika Sharma,6.7,73,43.3,75.3,B,female,23
STU7373,Navya Sharma,1.9,,24.4,48.6,D,F,18
STU7374,Ayushi Reddy,6.4,87.3,40.8,64.3,C,female,19
STU7375,Kavya Agarwal,2.1,70.7,23.9,42,D,female,20
STU7376,Ira Das,1.7,92.6,28.6,53,D,F,22
STU7377,Ananya Jain,5.7,74.4,32.2,44.5,D,female,-14
STU7378,Sneha Joshi,4.6,79.2,36.1,63.3,C,female,-16
STU7379,Reyansh Reddy,6.3,98.6,49.6,90.6,A,M,21
STU7380,Kavya Gupta,1.8,69.7,29.4,62.7,C,F,23
STU7381,Aryan Gupta,4.9,88.9,45.7,89.9,A,Male,25
STU7382,Shruti Agarwal,2.6,90.2,38,79.4,B,F,25
STU7383,Ishita Agarwal,9.9,68.8,47.9,70.6,B,F,17
STU7384,Ishaan Kumar,6.1,80,36.5,54.2,D,M,-19
STU7385,Rohan Nair,7.2,74,50.4,95.3,A,Male,19
STU7386,Karthik Verma,3.9,90.9,29.9,43.3,D,Male,22
STU7387,Yash Mehta,1.9,84.9,36.7,81.3,B,Male,18
STU7388,Tanvi Das,9.8,79,50.7,77.3,B,female,17
STU7389,Kavya Joshi,3.6,91.2,36.3,66.5,C,female,-3
STU7390,Navya Das,4.8,69.4,32.9,54.4,D,female,21
STU7391,Aryan Mehta,6.8,90.1,42.3,65.8,C,Male,20
STU7392,Kavya Malhotra,1.2,94.6,39.6,92.4,A,F,17
STU7393,Sneha Agarwal,8.3,95.1,53.2,90.2,A,F,20
STU7394,Nikhil Nair,5.8,91.3,49.7,96.5,A,Male,19
STU7395,Aarav Reddy,3.5,76.3,32.2,58.5,C,Male,18
STU7396,Nikhil Sharma,1.6,99.3,32.1,63.2,C,M,25
STU7397,Sneha Kapoor,2.5,75.2,24.8,41.1,D,female,-1
STU7398,Ishita Malhotra,9.1,,55.7,96.6,A,female,23
STU7399,Nisha Kapoor,7.2,66.4,39,59.8,C,female,20
STU7400,Shaurya Malhotra,3.2,,35.6,64.2,C,M,-20
STU7401,Harsh Khanna,1.6,88.2,40.4,94.5,A,M,21
STU7402,Aryan Kumar,7.2,90.1,44.9,71.6,B,M,17
STU7403,Manav Patel,6.2,62.6,40.9,74,B,Male,22
STU7404,Rahul Kapoor,4.6,90.5,33.4,50.6,D,M,25
STU7405,Tanvi Kumar,4.3,91,38.7,69.9,C,F,18
STU7406,Vivaan Sharma,3,86.9,43.2,95.1,A,Male,23
STU7407,Shruti Kumar,7,71.7,43.2,73.5,B,,22
STU7408,Myra Verma,9.7,79.6,43.9,55.3,C,female,21
STU7409,Saanvi Bansal,2.6,64.4,24.2,41.9,D,female,20
STU7410,Aarav Iyer,6.4,78.9,38.8,60.2,C,M,20
STU7411,Sneha Iyer,4.8,69.8,38.9,74.4,B,F,22
STU7412,Yash Singh,5,74,30.2,42.6,D,Male,20
STU7413,Aarav Saxena,3.3,66.5,36.2,76.6,B,Male,21
STU7414,Rohan Kumar,8.4,69.2,45.1,71.4,B,Male,22
STU7415,Pooja Kapoor,5.4,63.1,43.2,87,A,female,-10
STU7416,Anika Nair,5.9,96.8,34,41.7,D,female,-1
STU7417,Priya Iyer,3.7,81.2,41.6,86.9,A,F,25
STU7418,Kavya Kapoor,2.6,75.9,34.2,71.3,B,female,-5
STU7419,Saanvi Jain,1.8,81.4,30.4,,D,F,23
STU7420,Saanvi Jain,7.4,85.1,52.7,97.9,A,female,20
STU7421,Meera Malhotra,2.8,96.9,30.2,49.6,D,F,-11
STU7422,Priya Verma,7.2,67.1,42.9,72.5,B,female,24
STU7423,Meera Iyer,4.5,71.8,34,59.3,C,female,20
STU7424,Dev Malhotra,4.7,99,40.8,71.6,B,M,17
STU7425,Vivaan Kapoor,5.2,74.8,39.8,73.1,B,M,21
STU7426,Harsh Gupta,4.3,60.9,28.3,45.4,D,M,24
STU7427,Diya Bansal,1.9,65.9,34.3,79.7,B,F,20
STU7428,Kavya Reddy,3.8,61.1,37.1,78.1,B,F,24
STU7429,Meera Sharma,7,99.6,49.8,,D,F,24
STU7430,Pooja Verma,7,71.2,34.7,45.4,D,F,19
STU7431,Vivaan Khanna,3.6,96.9,34.2,57.8,C,M,25
STU7432,Karthik Kapoor,5.1,99.8,43.9,79,B,Male,19
STU7433,Ishita Sharma,2.7,84,28.3,48.2,D,female,17
STU7434,Sneha Mehta,2.9,61.3,36.1,80.7,B,female,18
STU7435,Diya Kapoor,1.2,63.3,21.8,43.5,D,F,22
STU7436,Reyansh Chopra,9.1,79.3,44.2,60.1,C,M,18
STU7437,Reyansh Verma,2.9,76.2,40.7,90.8,A,Male,-21
STU7438,Nikhil Malhotra,3,84.2,40.4,86.5,A,M,17
STU7439,Diya Malhotra,3.5,77.6,38.4,78.7,B,female,-9
STU7440,Sara Das,2.1,97.4,41.6,92.2,A,F,21
STU7441,Priya Kumar,6.8,81.4,46.5,82.6,B,F,25
STU7442,Aarav Iyer,1.7,87.7,33.5,71.2,B,M,24
STU7443,Saanvi Mehta,2.2,95.9,43.6,98.8,A,F,19
STU7444,Manav Bansal,6.8,65.9,44.7,81.7,B,Male,19
STU7445,Ananya Patel,4.1,69.2,37.9,76.1,B,female,-1
STU7446,Yash Singh,7.4,64.3,40.6,64.5,C,Male,19
STU7447,Aditya Das,6,65.6,46.8,94.1,A,M,17
STU7448,Ishita Chopra,3.3,80.5,32,57.7,C,female,24
STU7449,Ishaan Das,6.9,72.8,33.3,40.6,D,Male,17
STU7450,Vihaan Verma,2,76.9,27.2,51.8,D,Male,21
STU7451,Aditya Sharma,5.8,99.3,35.5,46.6,D,Male,25
STU7452,Meera Jain,4.9,66.3,,59.1,C,female,23
STU7453,Ritika Sharma,3.4,81.6,41.8,89.6,A,female,20
STU7454,Kavya Mehta,6.4,64,42.9,79.1,B,F,25
STU7455,Yash Nair,8.8,72.7,39.9,50.1,D,M,-19
STU7456,Navya Mehta,10,81.1,54.3,87.3,A,F,18
STU7457,Nikhil Singh,6.5,97.9,43.9,70.3,B,M,22
STU7458,Priya Iyer,4.6,75.6,38,70.8,B,female,-7
STU7459,Sai Patel,3,62.6,30.8,61.7,C,Male,24
STU7460,Ananya Jain,3.3,75.5,41.7,91.9,A,F,23
STU7461,Meera Das,5.3,65.8,34.9,59.1,C,female,23
STU7462,Tanvi Kumar,4.3,69.2,29.2,45.6,D,female,25
STU7463,Nisha Kumar,9.2,84.7,44.3,58.2,C,female,21
STU7464,Ira Nair,4.3,62.7,39.7,82.9,B,F,22
STU7465,Ananya Gupta,4.4,78.6,40.5,79.5,B,female,-12
STU7466,Surya Jain,4.5,84.4,32.8,51.3,D,M,22
STU7467,Manav Kumar,8.5,76.9,38.7,46.7,D,M,18
STU7468,Aarav Reddy,6.9,60.8,43.8,79.7,B,Male,22
STU7469,Nisha Malhotra,6.5,99.4,47.1,80.6,B,F,25
STU7470,Aadhya Singh,4,74.7,34.1,62,C,F,24
STU7471,Kavya Malhotra,8.4,91.1,53.1,90.6,A,F,25
STU7472,Pooja Iyer,1.3,73,39.5,98.7,A,F,-22
STU7473,Navya Khanna,8.8,79,41.2,52.3,D,F,19
STU7474,Ishita Chopra,5.6,75.5,41.1,74.6,B,female,24
STU7475,Tanvi Jain,4.6,73.7,28.7,40.3,D,female,22
STU7476,Karthik Kapoor,5.5,60.9,41.9,82.8,B,M,22
STU7477,Myra Agarwal,7,74.4,40.9,64.9,C,F,22
STU7478,Ishita Mehta,1.1,95.6,27.2,51.6,D,,19
STU7479,Pooja Joshi,8.8,87.6,51.9,85.1,A,F,17
STU7480,Reyansh Das,5,65.8,43.2,88.6,A,M,20
STU7481,Navya Jain,4.1,83.6,30.6,46.7,D,F,22
STU7482,Priya Agarwal,2.2,95.7,26.7,42.5,D,F,18
STU7483,Anika Jain,5,88,36.8,60,C,female,23
STU7484,Yash Nair,5.5,65.9,40.9,77.6,B,M,23
STU7485,Pooja Saxena,4.6,94.7,44.9,87.6,A,female,20
STU7486,Aditya Jain,7.1,72.1,43.2,72.8,B,Male,-23
STU7487,Diya Patel,4.8,78.2,39.9,74.8,B,F,17
STU7488,Rahul Agarwal,9.7,81,53.9,88,A,Male,-24
STU7489,Sneha Saxena,6.4,94,43.7,71.7,B,F,-23
STU7490,Karthik Nair,8.3,97.3,49.3,76.7,B,Male,24
STU7491,Aadhya Joshi,2,97.2,35,71,B,female,24
STU7492,Aditya Singh,4.6,60.3,43.1,92.8,A,M,25
STU7493,Aditya Singh,4,96.9,33.9,54.1,D,Male,-24
STU7494,Ananya Reddy,6.1,62.2,35.2,55.8,C,female,-6
STU7495,Dev Das,8.8,70.6,39,47.7,D,Male,18
STU7496,Shaurya Kumar,1.7,80.6,38.2,89.2,A,Male,22
STU7497,Arjun Bansal,1.7,79.2,30.7,64.7,C,M,19
STU7498,Shruti Patel,8.7,84.2,44.1,60.9,C,female,22
STU7499,Aditya Iyer,2.9,79.2,43.4,98.9,A,M,19
STU7500,Pooja Saxena,7,97.4,52.4,95.6,A,F,24
STU7501,Yash Chopra,5.9,69.6,48.2,98.3,A,M,-4
STU7502,Sai Iyer,8.5,71,38.6,48.5,D,M,22
STU7503,Aarav Khanna,2.1,96.8,41.9,93.5,A,Male,25
STU7504,Sai Khanna,2.2,63.1,28.6,59.7,C,Male,18
STU7505,Yash Singh,6,84.4,32.7,40.8,D,Male,18
STU7506,Ayushi Joshi,9.5,87.3,,63.5,C,,23
STU7507,Aditya Jain,4.7,80.2,38.6,70.6,B,M,18
STU7508,Ritika Sharma,3.9,87.8,30.5,46.5,D,F,-21
STU7509,Harsh Kumar,6.5,66.9,41.4,72.3,B,Male,20
STU7510,Sara Reddy,9.4,94.1,55,89.2,A,F,25
STU7511,Karthik Saxena,8.5,65.6,42.4,62.7,C,M,24
STU7512,Yash Reddy,10,76,46,61.2,C,M,18
STU7513,Manav Kumar,1.2,63,26.8,60.3,C,M,24
STU7514,Ayushi Saxena,,81.8,40.8,95.4,A,F,20
STU7515,Shruti Iyer,6.5,86.8,34.6,42.9,D,F,-22
STU7516,Diya Mehta,8.4,97.6,46.6,,D,F,23
STU7517,Rahul Mehta,3.6,89.6,32.9,55.9,C,M,-16
STU7518,Aarav Malhotra,,81.6,42.6,93.6,A,M,21
STU7519,Yash Reddy,8.1,97.3,39.7,45.8,D,Male,17
STU7520,Anika Kapoor,1.5,79.1,30.3,64.7,C,female,18
STU7521,Meera Jain,4.3,82.4,36.2,,D,F,24
STU7522,Nisha Saxena,5.6,83.8,47.6,93.3,A,female,17
STU7523,Shruti Verma,6,76.4,35.5,52.9,D,F,-7
STU7524,Kavya Khanna,7.6,93.5,48.2,78.7,B,F,18
STU7525,Sneha Khanna,4.2,67.4,29.6,48.1,D,female,21
STU7526,Sneha Sharma,6.5,82.2,50.4,97.2,A,female,20
STU7527,Priya Khanna,6.3,88.9,44.2,75.6,B,F,23
STU7528,Yash Joshi,5.9,96.2,44.7,77.6,B,M,21
STU7529,Aarav Jain,6.8,95.4,42.9,66,C,Male,24
STU7530,Kavya Kumar,3.3,80.3,32.8,60.5,C,F,-23
STU7531,Krishna Chopra,1.8,85.7,28,52.8,D,Male,22
STU7532,Rahul Joshi,2.1,75.8,34.6,76.2,B,M,20
STU7533,Krishna Reddy,3,78.7,43.1,97.3,A,M,18
STU7534,Vivaan Malhotra,5.5,96.3,39.1,61.6,C,Male,17
STU7535,Nisha Malhotra,8.6,97.2,54.8,93,A,F,17
STU7536,Arjun Chopra,7.3,95.8,38.8,48.9,D,Male,-12
STU7537,Pooja Reddy,,65.5,51.6,96.2,A,F,20
STU7538,Shruti Agarwal,4.2,94,36.1,61,C,female,21
STU7539,Navya Jain,4.6,97.9,37.8,62.8,C,F,24
STU7540,Ayushi Mehta,4.5,74.4,36.8,67.8,C,female,-20
STU7541,Ananya Kumar,2.7,80.7,38.4,83.1,B,female,24
STU7542,Karthik Iyer,1.6,91.2,37.3,83.2,B,Male,24
STU7543,Ritika Saxena,6.3,82.5,41.5,68.8,C,female,22
STU7544,Aryan Jain,9.9,99.7,51.2,71.4,B,Male,18
STU7545,Aditya Kapoor,2.5,78.2,25.4,41.8,D,Male,22
STU7546,Vivaan Khanna,1.4,88.6,29.2,58.3,C,M,17
STU7547,Aryan Agarwal,8,91.7,43.4,60.8,C,Male,17
STU7548,Dev Bansal,3.3,79.8,36.6,73.5,B,M,19
STU7549,Aryan Nair,8.5,94.3,48.5,73.5,B,M,-14
STU7550,Reyansh Saxena,7.3,81.8,47.6,82.6,B,Male,21
STU7551,Myra Saxena,9.5,76.5,51.6,83,B,F,17
STU7552,Myra Mehta,4.7,64.3,32.1,54.1,D,F,22
STU7553,Krishna Reddy,7,75.7,47.4,86.2,A,Male,23
STU7554,Priya Agarwal,5.2,89.4,31.7,41.2,D,female,19
STU7555,Vihaan Verma,6.7,96.9,48,83,B,Male,20
STU7556,Shruti Kapoor,5,70.1,30.8,46.1,D,female,19
STU7557,Ananya Joshi,2.7,74.2,38,83.8,B,F,17
STU7558,Ananya Agarwal,5.6,66.2,39.3,71.6,B,female,24
STU7559,Arjun Mehta,5.8,87.6,40.2,66.2,C,Male,18
STU7560,Ira Singh,8.3,98.4,50.9,81.4,B,female,17
STU7561,Surya Singh,7.6,85.6,36.4,42.2,D,M,24
STU7562,Arjun Das,7,84.7,38.5,53.4,D,M,23
STU7563,Reyansh Reddy,2,82.1,35.3,77,B,Male,23
STU7564,Sai Bansal,7.5,63.5,48.6,90.8,A,Male,20
STU7565,Aryan Iyer,5.5,89.2,38.8,62.9,C,Male,25
STU7566,Saanvi Joshi,9,,43.1,55.5,C,F,22
STU7567,Shruti Verma,9.3,86.5,48.6,71.1,B,F,18
STU7568,Navya Jain,1.5,96,35.8,77.3,B,F,17
STU7569,Karthik Gupta,8.4,91.4,45.5,65.2,C,M,17
STU7570,Navya Joshi,1.3,91.2,39.5,,D,female,25
STU7571,Arjun Reddy,4.3,97.1,39.7,71.4,B,M,20
STU7572,Ishita Gupta,5.9,99.6,34.4,42.1,D,female,21
STU7573,Aadhya Sharma,2.3,83.3,28.9,53.4,D,female,19
STU7574,Krishna Jain,7.7,64.4,41.9,67,C,Male,20
STU7575,Dev Agarwal,1.1,78.4,34.6,81.9,B,Male,24
STU7576,Diya Reddy,2.5,91.5,30.1,53.2,D,F,20
STU7577,Karthik Patel,6.2,61.1,48.1,98.6,A,Male,25
STU7578,Dev Sharma,7.4,62.3,38.8,59.1,C,M,25
STU7579,Reyansh Kumar,9.2,62.7,46.2,71.9,B,M,-22
STU7580,Manav Joshi,7.3,89.2,35.8,41.1,D,M,18
STU7581,Vihaan Iyer,7,80,49.9,93.1,A,Male,23
STU7582,Vihaan Agarwal,4.5,74.8,42.7,87.3,A,Male,25
STU7583,Ananya Saxena,1,64.2,23.9,51.7,D,female,22
STU7584,Ritika Agarwal,2.1,89.3,41.9,96,A,female,19
STU7585,Aarav Joshi,5.8,,36.6,59,C,Male,23
STU7586,Dev Chopra,7.1,70.6,45.7,81.5,B,M,21
STU7587,Ishaan Kumar,4.8,86.1,44.9,89.1,A,Male,17
STU7588,Nisha Agarwal,7.6,82.4,,84.5,B,F,19
STU7589,Myra Saxena,5.7,74.5,47.4,95.1,A,F,21
STU7590,Dev Malhotra,1.7,85.7,39.5,91.9,A,M,23
STU7591,Ananya Agarwal,2.7,70.8,42.4,99.7,A,F,-10
STU7592,Aditya Reddy,8.6,91.8,41.7,51,D,Male,22
STU7593,Manav Saxena,7.5,69.2,39.4,58.3,C,Male,21
STU7594,Ayushi Das,9.1,66.4,48.3,78.2,B,female,17
STU7595,Ananya Joshi,2.1,91.3,38.5,84,B,F,22
STU7596,Sneha Kapoor,9.9,88.3,50.3,72.1,B,F,24
STU7597,Sara Gupta,2.9,67.3,25.8,44.4,D,F,17
STU7598,Ishita Agarwal,1.1,64.6,35.8,90.5,A,F,18
STU7599,Aryan Malhotra,10,93.5,58.7,97.7,A,M,20
STU7600,Ishaan Gupta,3.5,91.1,35.4,64.3,C,M,18
STU7601,Yash Khanna,7,73.1,37.4,53.5,D,Male,25
STU7602,Kavya Jain,2.6,86.3,26.2,41.2,D,F,-24
STU7603,Aadhya Saxena,6.2,65,35.2,54.2,D,female,24
STU7604,Shaurya Khanna,9.1,80.3,50.8,82,B,Male,20
STU7605,Krishna Malhotra,3.9,60.7,42.3,94.7,A,Male,21
STU7606,Karthik Malhotra,7,75.7,35.2,45.6,D,M,20
STU7607,Yash Joshi,2.7,63,33.7,73.2,B,Male,25
STU7608,Pooja Bansal,6.6,79,45.6,81.7,B,female,18
STU7609,Priya Bansal,4,76.9,32.7,56.6,C,F,24
STU7610,Rohan Nair,2.9,77.8,35.8,74.2,B,Male,18
STU7611,Tanvi Joshi,3.8,61.8,38.6,82.9,B,female,17
STU7612,Harsh Sharma,2.6,74.5,39.7,90.3,A,M,19
STU7613,Ishaan Das,9.1,90.3,47.4,67.1,C,M,25
STU7614,Sneha Gupta,4.6,74.8,42.2,84.9,B,F,19
STU7615,Krishna Jain,3.2,88.6,32.7,58.1,C,Male,25
STU7616,Tanvi Chopra,5,74.8,33.3,52.8,D,female,23
STU7617,Arjun Chopra,3.9,76.9,,51.2,D,M,17
STU7618,Ira Chopra,7.7,82.6,42.1,61.5,C,female,21
STU7619,Sai Saxena,9.7,98,41.9,42.2,D,M,-8
STU7620,Yash Singh,4.9,64.4,33.3,57,C,M,19
STU7621,Diya Chopra,8.7,61.3,47.3,79.1,B,F,-10
STU7622,Ritika Gupta,6.1,84.3,44.3,78.9,B,female,21
STU7623,Ananya Joshi,2.4,98,27.9,44.4,D,female,25
STU7624,Sneha Iyer,7.2,99.6,41.5,57.2,C,female,22
STU7625,Karthik Das,5.6,79.4,41.4,74.2,B,M,25
STU7626,Aadhya Reddy,6.9,78.7,39.4,59.1,C,F,23
STU7627,Ira Singh,9,85.8,46.1,65.1,C,female,23
STU7628,Vivaan Sharma,5,82.2,43.1,82.8,B,Male,24
STU7629,Sneha Kumar,9.1,85.4,38.9,40.6,D,female,23
STU7630,Arjun Chopra,,95,42.1,56.6,C,M,25
STU7631,Ira Bansal,5.4,89.9,34.3,48.5,D,F,25
STU7632,Arjun Saxena,6.4,79.9,35.1,47.7,D,,22
STU7633,Shruti Iyer,3.9,78.5,44.9,97.5,A,female,23
STU7634,Diya Nair,9.9,85.6,47.1,62.6,C,female,18
STU7635,Aarav Saxena,7,78.2,43.3,71.6,B,Male,25
STU7636,Aarav Jain,1.4,78.3,35.8,84,B,M,17
STU7637,Yash Malhotra,3.9,60.7,26.7,42.8,D,Male,-25
STU7638,Nikhil Mehta,6.6,67,36.2,54.5,D,Male,19
STU7639,Karthik Bansal,1.5,79.5,37.9,89.9,A,M,22
STU7640,Ishaan Agarwal,1.2,92.9,39.2,91.7,A,M,21
STU7641,Sara Kumar,5.1,71.1,36,62.4,C,female,-6
STU7642,Sai Mehta,4,80.9,,62.5,C,M,25
STU7643,Ayushi Das,4.9,73.8,42.8,85.4,A,female,-3
STU7644,Aarav Chopra,3.4,64.2,30.5,57.7,C,Male,20
STU7645,Sneha Gupta,2.5,98.3,,47,D,female,-4
STU7646,Rohan Singh,7.2,94.2,40.5,55.5,C,M,24
STU7647,Myra Reddy,5.6,63.1,36.5,63.2,C,female,-4
STU7648,Arjun Malhotra,2.8,88.8,27.4,43.1,D,Male,21
STU7649,Dev Chopra,3.9,73.9,35.8,68.7,C,M,20
STU7650,Dev Saxena,6.3,99.8,47.9,84.4,B,M,22
STU7651,Anika Agarwal,1.7,72.1,31.8,70.8,B,F,19
STU7652,Navya Verma,2.3,69.5,24.8,44.3,D,female,24
STU7653,Myra Bansal,1.7,82.7,31.6,66.4,C,female,22
STU7654,Navya Das,8.3,93.4,50.7,82.5,B,female,-4
STU7655,Aryan Das,7.8,67.7,35.4,43.5,D,Male,18
STU7656,Sai Malhotra,7.8,88.4,37.5,43.6,D,Male,23
STU7657,Krishna Sharma,7.4,62.5,39.7,62.2,C,M,18
STU7658,Aditya Mehta,7,96.8,39.2,51.7,D,,17
STU7659,Arjun Gupta,5.3,63.2,45.8,96.1,A,Male,23
STU7660,Diya Mehta,6.8,96.6,45.7,74.9,B,female,21
STU7661,Priya Iyer,1.3,79.6,27.7,57.2,C,female,17
STU7662,Sai Iyer,6.6,77.9,45.7,82.3,B,Male,20
STU7663,Aadhya Khanna,8,98.9,44.6,62.5,C,female,20
STU7664,Aarav Sharma,5.5,99.6,35.3,47.9,D,Male,23
STU7665,Ayushi Reddy,4.2,86,33.3,54.2,D,female,25
STU7666,Sara Saxena,3.5,65.1,37.1,78.6,B,female,18
STU7667,Anika Das,6.8,80.2,34.6,43.1,D,F,17
STU7668,Shaurya Singh,7.2,81.2,39.4,56.4,C,M,18
STU7669,Ayushi Gupta,8.8,80.6,41.4,52.5,D,female,23
STU7670,Myra Joshi,4.1,82.8,32.1,52.1,D,female,22
STU7671,Dev Jain,7.9,60.7,46.2,81,B,Male,20
STU7672,Shruti Bansal,6.1,88.4,47.9,89.5,A,F,17
STU7673,Ritika Bansal,8.9,88.5,51.6,83,B,F,17
STU7674,Aarav Reddy,5.8,64.6,41.7,78.7,B,Male,21
STU7675,Manav Joshi,5.7,82.8,48.2,95,A,Male,17
STU7676,Sai Das,6.2,82.7,33.7,43.5,D,Male,23
STU7677,Shruti Iyer,7.7,87.3,39.1,50,D,female,17
STU7678,Vivaan Bansal,9.7,63.4,45.2,64.9,C,Male,17
STU7679,Dev Kumar,1.7,85.1,30.6,62.3,C,M,18
STU7680,Karthik Kumar,1.5,71.2,29.6,65.1,C,Male,19
STU7681,Ishita Singh,9.4,80.3,42.6,52.4,D,female,17
STU7682,Shaurya Patel,5.8,90.9,35.4,49,D,M,25
STU7683,Aadhya Kumar,6.5,88.2,43,70.6,B,female,24
STU7684,Vihaan Khanna,5.3,64.8,45.8,95.7,A,M,21
STU7685,Vihaan Sharma,1.8,83.6,31,63.5,C,M,-12
STU7686,Krishna Jain,7.9,98.8,38.5,42.6,D,M,21
STU7687,Saanvi Chopra,7.7,66.3,46.8,82.4,B,female,22
STU7688,Shaurya Nair,3.8,94.1,34.3,57.5,C,M,17
STU7689,Priya Malhotra,3.8,88.1,,54.7,D,F,20
STU7690,Aadhya Verma,8.5,91,43.9,59.5,C,F,25
STU7691,Myra Kapoor,1.7,71.3,35.6,83.4,B,female,18
STU7692,Sara Khanna,8.9,71.5,51.7,89.1,A,F,21
STU7693,Yash Reddy,3.3,96.2,38.8,75.3,B,M,17
STU7694,Sai Gupta,6.3,74.4,37.8,59.3,C,Male,20
STU7695,Vivaan Das,9.4,62.5,42.6,58.6,C,Male,20
STU7696,Ishaan Malhotra,7.1,84,36.8,47.5,D,M,-1
STU7697,Aadhya Nair,4.7,65,44.7,96,A,F,25
STU7698,Reyansh Kapoor,7.2,91.9,47.1,78.3,B,M,19
STU7699,Shaurya Kapoor,,85.7,29.2,41.6,D,Male,25
STU7700,Ishaan Joshi,3.5,95,,79.7,B,Male,22
STU7701,Meera Jain,10,91.4,49.2,66.8,C,female,23
STU7702,Karthik Verma,7.8,64.5,51.6,98.4,A,Male,18
STU7703,Ishita Kapoor,6.8,75.2,47.8,89.1,A,female,22
STU7704,Sara Nair,4.2,91,32.6,50.3,D,F,22
STU7705,Manav Kumar,1.4,76.7,35.4,83.2,B,M,18
STU7706,Ayushi Bansal,1.3,98.9,33.2,69.1,C,female,18
STU7707,Aditya Bansal,6,89.4,36.3,51.2,D,M,18
STU7708,Ananya Kumar,7.9,60.6,46.4,81.9,B,female,17
STU7709,Anika Iyer,5.8,95.2,43,72.8,B,F,-12
STU7710,Shruti Agarwal,8.6,64,36.1,41.8,D,F,24
STU7711,Priya Nair,1.3,65.6,32.8,78.8,B,female,18
STU7712,Saanvi Das,4.3,89.4,41,78.1,B,female,21
STU7713,Navya Gupta,3.1,94.6,30.2,48.6,D,F,24
STU7714,Krishna Nair,5,81.5,36.4,60.9,C,M,-25
STU7715,Ira Kapoor,1.7,71.6,33.1,75.2,B,F,18
STU7716,Reyansh Gupta,9.6,74.1,41.1,48.3,D,M,19
STU7717,Sneha Verma,3,73.7,40.7,91.2,A,female,22
STU7718,Rohan Singh,9.3,73.1,38.4,41.6,D,M,21
STU7719,Ishita Bansal,4.8,69.7,30.4,46.2,D,female,20
STU7720,Arjun Saxena,9.9,84.4,42.3,47,D,M,20
STU7721,Anika Singh,6,96,43.1,71.7,B,female,21
STU7722,Manav Mehta,9.4,72.3,49.2,77.2,B,Male,18
STU7723,Rohan Iyer,1,67.5,28,64.2,C,Male,25
STU7724,Saanvi Iyer,7.7,93.5,41.9,57.3,C,F,18
STU7725,Sneha Verma,9.1,89.7,53.8,88.6,A,F,18
STU7726,Pooja Patel,2.3,97.2,27.6,44.1,D,female,25
STU7727,Harsh Gupta,1.9,66.6,27.5,56.8,C,M,19
STU7728,Kavya Chopra,4.8,65.8,28.9,42.3,D,female,-14
STU7729,Nikhil Iyer,9.4,81.7,39.2,40.8,D,Male,-12
