Student_ID,Student_Name,Study_Hours,Attendance_Percentage,Internal_Assessment_Score,Previous_Academic_Result,Final_Grade,Gender,Age,Study_Efficiency,Sleep_Hours,Internet_Usage_Hours
STU7584,Ritika Agarwal,2.1,89.3,41.9,96.0,A,female,19,0.87,8.1,3.1
STU7585,Aarav Joshi,,,36.6,59.0,C,Male,23,0.68,8.1,4.7
STU7586,Dev Chopra,,824.5990525,45.7,81.5,,M,,,,1.5
STU7587,Ishaan Kumar,4.8,86.1,,89.1,A,Male,17,0.79,,
STU7588,Nisha Agarwal,,,,,B,F,19,0.58,7.2,
STU7589,Myra Saxena,5.7,74.5,,,A,F,21,0.62,9.4,5.5
STU7590,Dev Malhotra,1.7,85.7,400.1265435,91.9,A,M,23,0.65,5.1,3.3
STU7591,Ananya Agarwal,2.7,70.8,42.4,99.7,A,F,,0.72,7.6,2.7
STU7592,Aditya Reddy,8.6,91.8,41.7,,D,,22,,6.9,3.7
STU7593,Manav Saxena,,69.2,39.4,58.3,C,Male,21,,6.1,3.8
STU7594,Ayushi Das,9.1,825.4935821,48.3,,B,female,17,0.94,,4.2
STU7595,Ananya Joshi,2.1,91.3,,84.0,,F,22,0.78,,1.0
STU7596,Sneha Kapoor,9.9,88.3,50.3,72.1,B,F,24,8.42487788,5.4,2.2
STU7597,Sara Gupta,2.9,67.3,25.8,44.4,,F,unknown,0.89,9.6,7.6
STU7598,Ishita Agarwal,1.1,64.6,446.8209793,90.5,A,F,18,0.93,7.4,7.4
STU7599,Aryan Malhotra,10.0,93.5,58.7,97.7,,M,20,0.83,7.5,1.1
STU7600,Ishaan Gupta,3.5,91.1,,64.3,C,M,18,0.81,9.7,5.8
STU7601,Yash Khanna,7.0,73.1,,53.5,D,Male,25,0.86,6.6,1.6
STU7602,Kavya Jain,2.6,,26.2,,D,F,-24,0.65,8.4,2.6
STU7603,Aadhya Saxena,6.2,65.0,35.2,54.2,D,female,24,,77.55388675,3.2
STU7604,Shaurya Khanna,9.1,80.3,,82.0,B,Male,20,,4.2,7.3
STU7605,Krishna Malhotra,3.9,60.7,42.3,94.7,A,Male,21,0.7,7.4,4.8
STU7606,Karthik Malhotra,7.0,75.7,,45.6,D,M,20,0.92,6.9,7.3
STU7607,Yash Joshi,2.7,63.0,33.7,73.2,B,Male,25,0.75,9.6,7.1
STU7608,Pooja Bansal,6.6,79.0,45.6,81.7,B,female,18,0.97,6.5,8.0
STU7609,Priya Bansal,4.0,,32.7,,C,F,24,,7.2,
STU7610,Rohan Nair,2.9,803.681509,,74.2,B,Male,18,0.88,,6.6
STU7611,Tanvi Joshi,3.8,61.8,38.6,82.9,B,female,17,0.93,8.9,
STU7612,Harsh Sharma,2.6,74.5,39.7,90.3,A,M,19,0.88,10.0,6.4
STU7613,Ishaan Das,9.1,90.3,47.4,67.1,C,M,25,0.92,7.7,1.5
STU7614,Sneha Gupta,4.6,74.8,,84.9,B,F,19,0.96,4.4,5.4
STU7615,Krishna Jain,,88.6,,58.1,C,Male,25,0.72,4.7,1.9
STU7616,Tanvi Chopra,5.0,74.8,33.3,52.8,D,female,23,0.92,5.8,1.1
STU7617,Arjun Chopra,3.9,76.9,,51.2,D,M,,0.54,9.5,5.8
STU7618,Ira Chopra,7.7,82.6,42.1,61.5,C,female,21,0.79,7.1,3.6
STU7619,Sai Saxena,9.7,98.0,41.9,42.2,D,M,-8,,8.4,
STU7620,Yash Singh,4.9,64.4,33.3,57.0,C,,19,0.76,7.2,5.3
STU7621,Diya Chopra,8.7,61.3,47.3,79.1,B,F,-10,0.79,8.8,2.4
STU7622,Ritika Gupta,6.1,84.3,44.3,78.9,B,female,21,0.87,4.6,
STU7623,Ananya Joshi,2.4,98.0,27.9,809.7245539,D,,unknown,0.73,,1.3
STU7624,Sneha Iyer,7.2,99.6,41.5,,C,female,22,0.96,7.0,4.9
STU7625,Karthik Das,5.6,972.3702504,,74.2,B,M,,,8.7,4.6
STU7626,Aadhya Reddy,,78.7,39.4,59.1,C,F,unknown,0.79,8.1,4.7
STU7627,Ira Singh,9.0,85.8,46.1,799.2437772,,female,23,,9.2,3.6
STU7628,Vivaan Sharma,,82.2,460.0333387,82.8,B,Male,24,0.72,9.4,6.1
STU7629,Sneha Kumar,9.1,85.4,38.9,,D,female,23,0.57,8.2,1.4
STU7630,Arjun Chopra,,95.0,,,C,M,25,,9.6,
STU7631,Ira Bansal,5.4,89.9,34.3,48.5,D,F,,0.77,8.4,3.2
STU7632,Arjun Saxena,6.4,79.9,35.1,,,,22,0.62,8.7,7.9
STU7633,Shruti Iyer,3.9,78.5,430.7492354,97.5,A,female,unknown,0.79,9.3,
STU7634,Diya Nair,9.9,85.6,47.1,62.6,C,,18,0.92,4.9,4.0
STU7635,Aarav Saxena,7.0,78.2,43.3,71.6,B,,25,0.61,5.1,4.3
STU7636,Aarav Jain,1.4,78.3,35.8,84.0,,,,,7.0,
STU7637,Yash Malhotra,3.9,60.7,26.7,42.8,D,Male,-25,0.61,6.6,4.3
STU7638,Nikhil Mehta,6.6,67.0,36.2,54.5,,Male,,0.97,8.8,5.2
STU7639,Karthik Bansal,1.5,79.5,37.9,89.9,A,M,22,0.8,5.6,
STU7640,Ishaan Agarwal,1.2,92.9,,91.7,,M,21,0.99,81.60943897,6.5
STU7641,Sara Kumar,5.1,71.1,36.0,62.4,,female,-6,0.85,9.5,1.3
STU7642,Sai Mehta,4.0,80.9,,,C,M,25,0.58,7.9,5.8
STU7643,Ayushi Das,4.9,73.8,42.8,,A,female,-3,0.78,8.3,1.7
STU7644,Aarav Chopra,3.4,,30.5,57.7,C,Male,20,0.57,7.2,4.7
STU7645,Sneha Gupta,2.5,98.3,,47.0,D,female,-4,0.51,4.7,2.5
STU7646,Rohan Singh,7.2,94.2,40.5,,C,M,-12,0.55,9.0,1.9
STU7647,Myra Reddy,5.6,821.0678869,36.5,63.2,C,female,-4,0.7,,2.6
STU7648,Arjun Malhotra,,88.8,27.4,43.1,,Male,21,0.84,6.7,3.6
STU7649,Dev Chopra,3.9,73.9,405.6847837,68.7,C,M,20,0.51,10.0,
STU7650,Dev Saxena,6.3,99.8,47.9,,B,M,22,0.87,8.3,
STU7651,Anika Agarwal,1.7,72.1,,,B,F,-16,0.73,4.4,3.8
STU7652,Navya Verma,2.3,69.5,24.8,44.3,D,female,24,0.68,6.8,3.7
STU7653,Myra Bansal,,82.7,31.6,66.4,,female,22,0.55,9.6,7.5
STU7654,Navya Das,8.3,93.4,,82.5,B,female,-4,0.99,,
STU7655,Aryan Das,,67.7,35.4,43.5,D,Male,18,0.87,7.2,4.8
STU7656,Sai Malhotra,7.8,982.9661342,37.5,43.6,D,Male,186.1965069,0.73,5.5,6.3
STU7657,Krishna Sharma,7.4,62.5,,62.2,C,,18,0.62,6.6,8.0
STU7658,Aditya Mehta,7.0,,39.2,51.7,D,,17,0.71,9.9,4.1
STU7659,Arjun Gupta,5.3,63.2,45.8,,,Male,23,0.54,8.7,2.1
STU7660,Diya Mehta,6.8,96.6,45.7,74.9,B,female,21,0.98,8.7,5.7
STU7661,Priya Iyer,,79.6,27.7,,C,female,17,0.73,4.5,7.3
STU7662,Sai Iyer,6.6,77.9,45.7,82.3,B,Male,20,0.91,4.5,7.3
STU7663,Aadhya Khanna,8.0,98.9,44.6,62.5,C,female,20,,8.2,3.2
STU7664,Aarav Sharma,5.5,99.6,35.3,47.9,D,Male,23,0.72,9.4,1.9
STU7665,Ayushi Reddy,4.2,86.0,33.3,54.2,D,female,25,0.54,,7.6
STU7666,Sara Saxena,,65.1,37.1,78.6,,female,18,8.731928672,6.4,
STU7667,Anika Das,6.8,80.2,,43.1,D,F,17,0.56,,4.1
STU7668,Shaurya Singh,7.2,81.2,39.4,56.4,C,M,18,0.91,7.0,2.6
STU7669,Ayushi Gupta,8.8,,41.4,720.6422037,D,female,23,0.76,4.5,3.4
STU7670,Myra Joshi,4.1,82.8,32.1,52.1,D,female,-10,0.77,6.9,5.7
STU7671,Dev Jain,7.9,,46.2,81.0,B,Male,20,,9.1,
STU7672,Shruti Bansal,6.1,88.4,,89.5,A,,17,0.76,7.6,7.8
STU7673,Ritika Bansal,8.9,,51.6,,B,F,17,0.77,5.2,51.31267826
STU7674,Aarav Reddy,5.8,64.6,,78.7,B,Male,21,0.87,,7.4
STU7675,Manav Joshi,,82.8,48.2,95.0,,Male,unknown,0.97,9.8,4.0
STU7676,Sai Das,6.2,,33.7,43.5,D,Male,23,0.51,8.5,
STU7677,Shruti Iyer,,87.3,,50.0,,female,,0.8,6.7,4.4
STU7678,Vivaan Bansal,9.7,63.4,,64.9,C,Male,17,0.56,9.3,1.5
STU7679,Dev Kumar,,958.7780663,30.6,62.3,C,M,18,0.68,6.5,5.2
STU7680,Karthik Kumar,1.5,71.2,29.6,,C,,-14,0.86,8.3,4.5
STU7681,Ishita Singh,9.4,80.3,42.6,52.4,,female,17,0.84,5.0,1.5
STU7682,Shaurya Patel,5.8,90.9,35.4,,D,M,25,,5.5,7.5
STU7683,Aadhya Kumar,6.5,,43.0,,B,female,24,0.88,4.5,1.7
STU7684,Vihaan Khanna,5.3,64.8,45.8,95.7,A,M,21,0.85,6.3,5.5
STU7685,Vihaan Sharma,1.8,83.6,31.0,63.5,C,M,-20,0.96,7.6,1.8
STU7686,Krishna Jain,7.9,98.8,,42.6,,,21,0.62,7.9,4.9
STU7687,Saanvi Chopra,7.7,66.3,46.8,82.4,B,female,22,0.96,6.4,3.3
STU7688,Shaurya Nair,3.8,94.1,34.3,57.5,C,M,17,0.88,9.2,7.0
STU7689,Priya Malhotra,3.8,88.1,,54.7,D,F,20,,,3.5
STU7690,Aadhya Verma,8.5,91.0,43.9,,,F,25,0.78,4.6,
STU7691,Myra Kapoor,1.7,71.3,35.6,83.4,B,female,18,8.558879303,4.7,3.4
STU7692,Sara Khanna,8.9,71.5,51.7,89.1,A,F,21,0.74,7.0,
STU7693,Yash Reddy,,96.2,38.8,75.3,B,M,17,,4.7,1.3
STU7694,Sai Gupta,6.3,74.4,37.8,59.3,,Male,20,0.95,4.2,1.4
STU7695,Vivaan Das,9.4,62.5,42.6,58.6,C,,191.7538016,0.92,5.6,3.8
STU7696,Ishaan Malhotra,7.1,84.0,36.8,,D,,-1,0.7,,1.9
STU7697,Aadhya Nair,4.7,65.0,44.7,96.0,A,F,25,0.73,8.6,6.8
STU7698,Reyansh Kapoor,7.2,91.9,47.1,78.3,B,M,19,0.59,7.7,1.1
STU7699,Shaurya Kapoor,,85.7,29.2,41.6,D,Male,25,0.75,9.8,
STU7700,Ishaan Joshi,3.5,95.0,,79.7,B,Male,-13,,4.4,7.6
STU7701,Meera Jain,10.0,91.4,,66.8,C,female,23,0.67,,2.5
STU7702,Karthik Verma,7.8,64.5,51.6,98.4,A,,18,0.92,8.3,4.5
STU7703,Ishita Kapoor,6.8,75.2,414.9493335,,A,female,22,,5.8,5.9
STU7704,Sara Nair,,91.0,32.6,50.3,D,F,,0.75,5.0,5.9
STU7705,Manav Kumar,63.67911329,,35.4,83.2,B,,18,0.92,7.4,4.4
STU7706,Ayushi Bansal,1.3,98.9,33.2,69.1,C,female,18,0.5,5.5,2.9
STU7707,Aditya Bansal,6.0,89.4,36.3,51.2,D,M,18,0.94,9.7,6.3
STU7708,Ananya Kumar,7.9,60.6,46.4,81.9,,female,,0.65,4.3,
STU7709,Anika Iyer,5.8,95.2,,72.8,B,F,-12,0.73,7.7,
STU7710,Shruti Agarwal,8.6,64.0,36.1,41.8,,,24,0.78,5.3,5.7
STU7711,Priya Nair,1.3,,32.8,78.8,B,female,18,0.54,4.8,1.0
STU7712,Saanvi Das,4.3,89.4,41.0,78.1,B,female,21,0.87,,5.2
STU7713,Navya Gupta,3.1,94.6,30.2,48.6,D,F,24,0.62,8.1,2.6
STU7714,Krishna Nair,5.0,81.5,36.4,60.9,,,-25,0.67,4.6,6.9
STU7715,Ira Kapoor,1.7,71.6,33.1,75.2,B,F,18,0.83,81.16841634,7.9
STU7716,Reyansh Gupta,,74.1,41.1,48.3,D,M,19,,4.7,1.6
STU7717,Sneha Verma,,73.7,40.7,91.2,,female,22,0.7,5.2,
STU7718,Rohan Singh,9.3,,38.4,41.6,D,M,21,0.86,9.7,6.2
STU7719,Ishita Bansal,4.8,69.7,30.4,46.2,D,female,20,0.64,5.9,6.9
STU7720,Arjun Saxena,9.9,84.4,42.3,47.0,D,M,20,,6.2,4.7
STU7721,Anika Singh,6.0,855.2278132,43.1,71.7,,,21,0.53,6.1,7.5
STU7722,Manav Mehta,9.4,72.3,49.2,77.2,B,Male,18,0.78,6.2,3.8
STU7723,Rohan Iyer,1.0,67.5,28.0,64.2,,Male,,0.73,7.8,4.6
STU7724,Saanvi Iyer,7.7,,41.9,57.3,C,F,18,0.82,7.8,7.6
STU7725,Sneha Verma,9.1,89.7,,88.6,A,F,unknown,0.64,8.3,5.8
STU7726,Pooja Patel,2.3,97.2,27.6,44.1,D,female,25,0.74,,2.1
STU7727,Harsh Gupta,1.9,939.1684086,27.5,56.8,C,M,-20,0.51,,
STU7728,Kavya Chopra,66.04435236,65.8,28.9,42.3,D,female,-14,0.7,8.0,3.8
STU7729,Nikhil Iyer,9.4,,,40.8,D,Male,-12,0.85,8.5,1.8
STU7730,Harsh Khanna,5.9,84.6,38.6,61.2,C,Male,22,0.59,7.7,4.5
STU7731,Priya Gupta,,79.2,,51.7,D,female,20,0.9,9.2,1.4
STU7732,Aryan Verma,2.3,84.0,29.8,,C,,23,0.84,,4.9
STU7733,Ira Singh,1.0,67.2,413.6054473,89.3,,F,17,0.57,7.3,1.6
STU7734,Ananya Joshi,8.3,79.2,39.5,49.8,D,female,19,0.68,6.8,55.29779731
STU7735,Sara Kapoor,1.8,,38.3,86.8,A,F,19,0.64,81.34616441,1.2
STU7736,Meera Mehta,,,45.3,80.5,B,,17,,,3.6
STU7737,Ananya Sharma,9.2,87.2,45.0,59.6,C,F,22,0.8,7.6,6.7
STU7738,Reyansh Agarwal,2.9,78.0,,72.8,B,Male,,0.72,6.1,48.23707996
STU7739,Ishaan Chopra,7.0,73.3,41.3,66.7,C,M,24,,5.6,1.4
STU7740,Reyansh Verma,1.7,72.1,24.9,47.7,D,M,23,0.71,9.4,
STU7741,Aditya Kumar,6.4,76.4,,94.4,A,M,-4,0.55,7.9,4.8
STU7742,Meera Malhotra,2.5,60.9,33.4,74.2,B,F,22,0.51,70.33362252,7.8
STU7743,Sara Reddy,7.6,86.7,51.7,92.8,A,female,-9,0.7,5.0,7.7
STU7744,Myra Gupta,3.7,93.8,43.6,89.4,A,F,19,0.57,5.4,6.5
STU7745,Anika Das,5.2,74.2,31.3,44.8,D,F,-13,0.9,8.2,7.3
STU7746,Aadhya Verma,,61.8,,52.4,D,female,20,0.85,9.7,4.8
STU7747,Yash Malhotra,2.5,99.5,29.6,48.7,D,M,23,0.55,6.4,6.0
STU7748,Arjun Reddy,7.7,70.5,49.4,,A,,25,0.99,,5.8
STU7749,Aryan Das,3.7,65.1,41.4,91.7,A,M,18,0.54,5.9,3.8
STU7750,Saanvi Kumar,7.0,74.8,43.0,71.7,B,F,-16,0.97,,7.0
STU7751,Kavya Agarwal,2.4,89.5,27.6,,D,F,unknown,0.73,7.0,6.5
STU7752,Aditya Gupta,7.2,71.8,36.0,48.1,D,,19,,,2.8
STU7753,Nikhil Kumar,2.2,83.0,39.3,88.8,,,25,0.51,4.7,
STU7754,Aadhya Verma,,76.6,46.0,95.8,A,F,-11,0.77,5.4,1.9
STU7755,Sai Reddy,3.2,64.7,28.5,715.2706427,D,Male,22,0.88,,3.9
STU7756,Pooja Khanna,7.7,73.2,34.9,40.7,D,F,18,0.69,,6.5
STU7757,Nisha Nair,3.4,89.0,33.7,59.9,C,F,24,1.0,5.6,6.6
STU7758,Manav Patel,8.9,84.5,,41.8,D,M,25,0.86,6.6,5.2
STU7759,Aadhya Khanna,9.0,64.8,51.4,89.7,A,female,18,0.61,7.9,3.1
STU7760,Shaurya Gupta,2.8,66.5,33.1,69.5,C,,22,0.75,9.7,3.1
STU7761,Saanvi Malhotra,6.5,85.6,45.1,78.5,B,F,22,0.54,4.3,3.6
STU7762,Ayushi Iyer,1.8,92.5,32.3,,C,F,24,0.71,,1.6
STU7763,Shaurya Agarwal,4.5,74.0,34.6,60.7,,M,21,0.86,5.0,5.7
STU7764,Saanvi Bansal,,83.8,39.2,53.3,D,F,25,0.62,8.3,
STU7765,Karthik Gupta,6.9,833.5344612,46.3,86.2,A,Male,178.2603846,1.0,9.7,4.9
STU7766,Manav Singh,6.6,,45.0,,B,M,184.9965792,,8.1,6.9
STU7767,Harsh Kumar,3.5,60.8,,61.6,C,Male,23,0.69,5.0,2.0
STU7768,Reyansh Agarwal,4.4,90.7,35.7,,C,M,20,0.86,4.5,4.6
STU7769,Pooja Patel,1.9,76.0,23.4,40.1,D,F,19,0.67,5.5,6.5
STU7770,Navya Jain,,,,,D,F,22,0.76,8.3,3.7
STU7771,Shaurya Khanna,63.89182833,88.3,43.0,77.4,B,Male,-2,0.59,7.6,8.0
STU7772,Reyansh Das,,93.1,45.4,70.9,B,Male,19,0.89,10.0,7.2
STU7773,Karthik Singh,3.2,71.4,33.4,66.1,,M,-22,,6.6,3.8
STU7774,Sai Singh,59.28997596,67.4,41.4,,A,M,25,0.9,6.5,4.5
STU7775,Diya Nair,,98.9,39.0,70.2,B,female,19,0.94,8.0,6.6
STU7776,Meera Singh,1.2,,30.2,63.1,C,female,-2,0.52,6.4,5.4
STU7777,Myra Das,4.1,93.4,32.4,,,female,20,0.84,5.4,5.7
STU7778,Meera Chopra,8.2,60.5,49.2,,A,F,18,,9.8,4.1
STU7779,Ishaan Nair,9.1,74.2,48.0,74.6,B,,17,0.57,4.6,7.7
STU7780,Surya Malhotra,5.7,817.6029652,,45.5,D,Male,22,0.71,8.0,6.9
STU7781,Sneha Kumar,67.26673096,63.1,40.2,78.9,B,female,24,0.67,9.3,4.0
STU7782,Nisha Bansal,1.3,82.7,30.5,65.5,C,,18,,5.6,2.3
STU7783,Karthik Kapoor,8.9,77.2,52.1,88.7,A,M,191.5608888,0.91,7.5,
STU7784,Priya Khanna,1.1,60.7,36.8,,A,female,19,0.88,9.7,5.9
STU7785,Krishna Gupta,9.5,69.4,,76.0,,Male,24,0.58,8.0,3.9
STU7786,Rahul Malhotra,,71.4,43.1,83.9,B,M,24,0.92,,7.0
STU7787,Sara Iyer,,64.5,27.7,,D,female,19,0.79,7.8,7.6
STU7788,Kavya Bansal,9.3,85.3,49.2,73.6,B,F,19,0.81,5.2,6.1
STU7789,Aadhya Verma,1.2,69.7,35.0,85.3,A,female,22,0.7,5.4,
STU7790,Pooja Khanna,6.2,71.1,40.4,69.8,C,F,unknown,0.74,6.0,4.0
STU7791,Kavya Gupta,67.04861869,95.9,44.1,75.6,B,female,20,0.85,85.48595994,1.2
STU7792,Vihaan Chopra,3.0,78.7,,93.9,A,,-10,0.53,4.2,7.0
STU7793,Anika Nair,4.9,75.7,32.9,51.9,,F,19,0.72,4.3,5.3
STU7794,Kavya Reddy,6.9,89.0,36.5,45.9,D,F,25,,,5.9
STU7795,Rohan Chopra,7.5,96.4,49.1,,B,M,21,0.69,8.1,2.4
STU7796,Kavya Saxena,1.0,61.0,34.9,89.4,A,F,unknown,0.88,8.0,2.9
STU7797,Vihaan Kumar,9.4,77.9,53.9,91.0,A,,20,0.56,9.4,1.8
STU7798,Sneha Verma,2.5,,37.0,78.5,B,female,19,,,7.2
STU7799,Harsh Sharma,3.1,72.7,40.5,90.0,A,M,unknown,0.9,7.4,1.1
STU7800,Yash Singh,,90.9,40.5,,D,,unknown,0.9,,1.7
STU7801,Manav Khanna,1.3,98.9,26.0,,D,M,24,0.73,9.2,4.0
STU7802,Dev Saxena,,97.7,39.7,85.7,A,M,,0.81,,
STU7803,Manav Mehta,9.9,70.6,42.1,50.8,D,Male,24,0.52,8.1,2.4
STU7804,Kavya Malhotra,3.8,69.1,30.8,,D,F,,,5.7,4.2
STU7805,Shruti Jain,2.0,98.3,32.9,63.7,C,female,21,0.54,7.9,1.2
STU7806,Vivaan Kapoor,2.0,78.3,29.5,58.9,C,M,-2,0.84,8.6,5.2
STU7807,Vihaan Chopra,,68.3,39.6,59.3,C,,20,0.63,5.7,1.9
STU7808,Shaurya Kapoor,8.7,,41.3,,D,Male,-6,0.81,,2.1
STU7809,Meera Nair,,71.4,,,C,female,25,0.93,9.5,3.4
STU7810,Shruti Agarwal,1.2,70.7,21.8,41.2,D,,20,,9.5,4.4
STU7811,Ishita Kumar,,,36.0,68.4,C,female,199.9705708,0.79,85.57844195,4.9
STU7812,Aryan Jain,1.5,,35.5,,A,M,-15,0.67,6.6,6.3
STU7813,Ira Agarwal,1.9,62.6,,91.7,A,F,,0.5,9.0,2.6
STU7814,Navya Chopra,,70.8,43.6,89.2,A,F,19,0.91,9.5,4.8
STU7815,Sara Reddy,3.1,84.3,419.4166051,65.0,C,female,24,0.92,6.7,3.8
STU7816,Ira Malhotra,5.6,64.9,42.8,83.8,B,female,19,0.59,6.4,7.8
STU7817,Shruti Sharma,,,31.7,57.3,C,F,17,0.53,5.1,6.8
STU7818,Ishita Bansal,9.5,,40.5,43.3,D,female,21,0.51,4.9,4.7
STU7819,Nisha Patel,9.2,93.9,52.0,80.6,B,F,18,,9.6,7.2
STU7820,Anika Bansal,6.1,69.2,42.8,78.9,B,female,,0.81,8.9,6.4
STU7821,Ayushi Khanna,4.2,92.7,,88.1,,,25,0.6,8.0,6.7
STU7822,Ishaan Gupta,,69.4,38.8,77.0,B,M,unknown,0.96,7.1,7.8
STU7823,Karthik Khanna,4.7,87.1,32.9,49.4,D,Male,,0.92,5.5,6.9
STU7824,Myra Iyer,7.5,77.2,50.1,,A,female,17,0.82,4.6,2.3
STU7825,Sneha Malhotra,5.1,64.6,39.9,77.6,B,F,17,0.7,9.5,2.9
STU7826,Manav Khanna,8.7,88.6,52.8,,A,Male,-12,0.5,6.4,3.2
STU7827,Surya Nair,9.5,915.2400036,,86.4,A,,18,,6.1,
STU7828,Surya Gupta,4.0,67.1,32.1,57.9,C,,17,0.54,5.2,3.6
STU7829,Shruti Agarwal,6.0,74.3,,44.5,D,female,-3,0.93,7.9,4.3
STU7830,Meera Chopra,1.9,86.1,27.6,50.6,D,female,20,0.57,6.9,3.8
STU7831,Harsh Joshi,2.8,,26.2,,,M,19,0.63,7.0,5.9
STU7832,Tanvi Chopra,4.7,67.3,32.5,54.6,D,female,20,,8.0,5.5
STU7833,Tanvi Agarwal,2.9,60.4,32.1,67.6,C,female,,0.82,9.4,5.8
STU7834,Ananya Jain,8.9,78.9,54.0,94.4,A,female,17,0.66,9.5,6.1
STU7835,Meera Reddy,2.4,77.1,40.2,92.3,A,,17,0.74,9.6,6.6
STU7836,Reyansh Sharma,5.1,69.4,42.1,83.1,B,M,19,0.85,6.6,1.4
STU7837,Aryan Patel,,62.1,31.6,,D,Male,22,0.64,4.1,7.6
STU7838,Harsh Mehta,7.2,77.2,40.3,60.5,C,M,17,0.91,6.2,5.4
STU7839,Aadhya Bansal,4.4,91.5,42.2,80.9,B,female,18,0.74,6.3,2.5
STU7840,Sneha Das,,88.6,40.8,,D,F,23,0.72,4.3,3.8
STU7841,Shruti Mehta,,94.4,48.1,722.2082497,A,female,17,,7.2,
STU7842,Rohan Joshi,5.0,947.3250887,44.5,94.9,A,,-23,0.73,,
STU7843,Yash Patel,,98.7,31.4,61.2,,Male,,0.83,9.1,7.7
STU7844,Rahul Gupta,,73.7,42.5,82.4,B,Male,-19,0.72,,4.6
STU7845,Manav Chopra,8.4,99.6,41.4,48.9,D,M,24,,4.1,3.4
STU7846,Dev Patel,6.5,70.1,44.4,81.4,B,Male,25,0.61,4.4,2.4
STU7847,Sneha Singh,8.5,78.9,37.3,41.3,D,F,,0.55,5.0,7.1
STU7848,Ananya Kapoor,5.4,74.2,,49.0,D,,unknown,0.88,9.6,1.7
STU7849,Anika Kumar,2.1,74.2,36.4,82.6,B,female,20,0.76,9.3,4.1
STU7850,Aarav Agarwal,1.1,93.7,36.4,82.7,B,M,22,0.84,,3.4
STU7851,Aryan Singh,3.7,89.9,39.9,78.5,B,M,,0.82,9.2,4.5
STU7852,Priya Khanna,,99.7,45.2,,C,female,25,0.75,6.0,2.5
STU7853,Arjun Nair,8.1,84.5,,80.5,B,Male,19,0.65,5.4,8.0
STU7854,Sai Gupta,3.7,,41.2,86.4,A,Male,,0.8,5.3,2.9
STU7855,Ishita Reddy,,63.6,46.8,98.0,A,,22,,7.5,4.3
STU7856,Ananya Patel,4.8,99.9,47.6,93.3,A,female,20,0.78,6.0,3.4
STU7857,Shruti Nair,4.7,82.1,,,,female,17,0.92,6.3,7.5
STU7858,Ayushi Mehta,3.1,88.0,39.5,81.7,B,female,,0.9,8.7,
STU7859,Aditya Kapoor,2.2,76.3,34.4,74.4,,M,25,0.84,5.9,6.4
STU7860,Sai Joshi,2.8,,28.0,47.2,D,M,25,,76.16850562,5.0
STU7861,Harsh Kapoor,1.5,97.7,27.7,49.9,D,Male,unknown,,5.1,2.8
STU7862,Rohan Singh,2.8,,,89.2,A,M,,0.88,7.0,6.4
STU7863,Ishaan Kapoor,1.1,71.7,35.8,88.2,A,,23,0.99,4.4,5.7
STU7864,Sai Agarwal,6.6,66.1,,76.9,B,M,21,,8.3,2.4
STU7865,Nisha Singh,3.8,91.7,,66.3,C,female,,0.78,4.6,4.8
STU7866,Krishna Gupta,9.8,62.5,38.3,41.6,D,M,25,0.63,7.3,1.6
STU7867,Reyansh Agarwal,2.7,63.3,29.6,798.3671104,,Male,,0.59,,
STU7868,Reyansh Mehta,4.1,71.9,,65.2,C,M,22,0.96,4.7,6.9
STU7869,Tanvi Gupta,4.2,80.6,37.2,69.1,,,198.4939704,,,7.2
STU7870,Vihaan Das,1.1,,38.6,95.8,A,M,17,0.85,4.1,4.7
STU7871,Saanvi Khanna,8.6,61.8,,46.5,D,F,,0.92,,4.4
STU7872,Aarav Sharma,1.3,98.3,33.8,71.1,B,Male,19,0.81,4.3,7.0
STU7873,Aditya Gupta,9.5,98.1,47.4,62.1,,M,-2,0.78,6.5,
STU7874,Ishaan Patel,9.0,71.2,54.9,99.4,A,Male,22,0.67,4.4,7.7
STU7875,Tanvi Reddy,5.8,,48.0,91.7,A,female,-10,0.55,8.0,
STU7876,Shaurya Malhotra,5.9,,40.0,66.3,C,Male,18,0.58,5.2,5.6
STU7877,Sara Das,6.9,69.5,50.8,100.0,A,F,25,0.9,4.7,5.0
STU7878,Ayushi Agarwal,4.5,70.5,37.3,70.8,B,,18,0.77,,1.0
STU7879,Yash Sharma,66.32783874,79.6,36.6,50.0,,Male,19,0.94,8.3,3.0
STU7880,Kavya Chopra,1.4,76.8,32.5,73.4,B,female,17,0.76,7.8,2.1
STU7881,Shaurya Verma,1.5,71.6,26.2,53.6,D,,23,0.64,5.1,3.9
STU7882,Shaurya Reddy,5.1,,42.9,78.2,B,M,17,0.89,5.1,4.7
STU7883,Rahul Verma,5.9,79.3,48.6,96.2,,M,-16,0.58,6.9,
STU7884,Shaurya Mehta,9.0,86.2,52.8,87.2,A,,17,0.85,7.6,5.9
STU7885,Sai Das,1.9,67.6,,56.4,C,M,21,0.8,5.0,5.5
STU7886,Krishna Joshi,8.4,81.3,42.3,57.8,C,M,23,0.99,8.0,1.7
STU7887,Saanvi Bansal,2.9,72.7,,789.8070574,D,female,19,0.94,9.0,8.0
STU7888,Arjun Verma,4.5,81.1,34.3,57.2,C,Male,,0.76,,4.1
STU7889,Rohan Bansal,3.8,91.2,30.4,45.6,D,M,24,0.92,5.1,1.8
STU7890,Shaurya Das,4.6,90.8,39.3,70.0,B,Male,19,,8.4,4.8
